Category,Item #,Pack,Size,Brand,Description,MPC Code,CW,Cs Qty,Cs Total $,Cs Avg $,Split Qty,Split Total $,Split Avg $,Weight,Total Sales $
NA,5914908,3.0,2 LB,IMP/MCC,SPICE PEPPER BLK POCH SHKR GRD,900011132,N,1.0,74.48,74.48,0.0,0.0,0.0,6.0,74.48
NA,7022547,5.0,16 OZ,MAESTRI,HAM PROSCIUTTO ITALIANO 16Z,P16MTBB31,N,1.0,74.35,74.35,0.0,0.0,0.0,5.0,74.35
NA,4005526,4.0,1 GAL,CATLMEN,SAUCE BBQ ORIGINAL,410531681,N,2.0,74.32,37.16,0.0,0.0,0.0,87.0,74.32
NA,1861525,16.0,3# AVG,SYS CLS,CHICKEN CVP 8PC CUT FRSH,8014-0895,Y,1.0,73.79,73.79,0.0,0.0,0.0,52.0,73.79
NA,2434231,2.0,5 LB,AREZIMP,SAUSAGE ITAL ROPE MILD N/C,160131,N,2.0,73.28,36.64,0.0,0.0,0.0,20.0,73.28
NA,6661425,1.0,12 LB,STCLAIR,SALAD POTATO BKNG SOUR CRM/BAC,101205,N,3.0,73.25,24.416666,0.0,0.0,0.0,36.0,73.25
NA,9669094,4.0,4 LB,SYS CLS,MEAT GYRO SLICES PRCK,9669094,N,1.0,73.11,73.11,0.0,0.0,0.0,16.6,73.11
NA,0779330,96.0,3.75OZ,PILLSBY,DOUGH SCONE BLUBRY FTO3.75OZ,94562-08150,N,1.0,72.96,72.96,0.0,0.0,0.0,22.5,72.96
NA,5072137,6.0,#10,AREZCLS,MUSHROOM PIECES & STEMS,20652AZ,N,1.0,72.86,72.86,0.0,0.0,0.0,42.0,72.86
NA,5848056,6.0,36 OZ,SYS IMP,RICE LONG GRAIN AND WILD,P1SW363C1,N,2.0,72.56,36.28,0.0,0.0,0.0,27.0,72.56
NA,7127293,6.0,32 OZ,AREZCLS,GARLIC CHOPPED IN WATER,140036,N,2.0,72.06,36.03,0.0,0.0,0.0,24.0,72.06
NA,7075573,1.0,3200CT,ERTHPLS,STRAW PAPER WRAP WHITE 7.75,600494,N,1.0,72.0,72.0,0.0,0.0,0.0,9.7,72.0
NA,7818743,2.0,5 LB,UNC BEN,RICE BASMATI,109510,N,4.0,71.92,17.98,0.0,0.0,0.0,40.0,71.92
NA,4080966,12.0,1 LB,SYS CLS,MARSHMALLOW MINI WHITE,95000,N,3.0,71.61,23.87,0.0,0.0,0.0,36.0,71.61
NA,1589506,160.0,1 OZ,SYS CLS,SAUSAGE PORK LNK SKLS CKD MILD,10000019690,N,2.0,71.2,35.6,0.0,0.0,0.0,20.0,71.2
NA,4782694,1.0,50 LB,SYS CLS,SUGAR GRANULATED XFINE CANE,403434,N,2.0,70.84,35.42,0.0,0.0,0.0,100.0,70.84
NA,1075981,30.0,1.5OZ,ZAPPS,CHIP POTATO KETTLE VOODOO,6073,N,5.0,70.6,14.12,0.0,0.0,0.0,24.8,70.6
NA,7449051,2.0,1.5GAL,HEINZ,KETCHUP FANCY POUCH DISPENSER,515500,N,3.0,70.5,23.5,0.0,0.0,0.0,85.5,70.5
NA,4062360,6.0,#10,SYS CLS,BEAN GREAT NORTHERN,4062360,N,3.0,70.47,23.49,0.0,0.0,0.0,138.0,70.47
NA,5486733,12.0,12 OZ,SYS IMP,MIX GRAVY BISCUIT W/PPR QUICK,92047,N,3.0,70.44,23.48,0.0,0.0,0.0,27.0,70.44
NA,5847029,3.0,1 GAL,AREZCLS,OIL OLIVE,311151,N,1.0,69.52,69.52,0.0,0.0,0.0,23.0,69.52
NA,4369989,320.0,1 OZ,OTSPKMY,DOUGH COOKIE CARNIVAL,58108,N,2.0,69.36,34.68,0.0,0.0,0.0,40.0,69.36
NA,6643258,40.0,3.2 OZ,SCTHBRT,CLEANER GRL QUICKCLEAN PCKT,700-40,N,2.0,68.64,34.32,0.0,0.0,0.0,23.8,68.64
NA,8685364,84.0,3.5OZ,BKRSIMP,DOUGH CROISSANT CHOCOLATE,3150,N,1.0,68.59,68.59,0.0,0.0,0.0,15.75,68.59
NA,8826893,12.0,12 OZ,HSRCCLS,HONEY PURE CLOVER GR A BEAR,PF4121,N,2.0,68.14,34.07,0.0,0.0,0.0,18.0,68.14
NA,1583438,4.0,5.6 LB,TYSON,CHICKEN FRIED SOTHR PRTN CUT,14440000928,N,1.0,66.79,66.79,0.0,0.0,0.0,22.5,66.79
NA,1972744,6.0,46 OZ,SYS CLS,PIE APPLE RTB 10,7201,N,2.0,66.58,33.29,0.0,0.0,0.0,34.5,66.58
NA,9695743,1.0,10 LB,SAMBAND,CATFISH FIL BRD SO STY 4 OZ,10024138,N,1.0,66.45,66.45,0.0,0.0,0.0,10.0,66.45
NA,1507680,6.0,32 OZ,YOPLAIT,YOGURT VANILLA LOW FAT 32 OZ,70470-00439,N,4.0,66.24,16.56,0.0,0.0,0.0,48.0,66.24
NA,4015137,1.0,25 LB,HERSHEY,CHOCOLATE CHIP SEMI SWT 1000CT,3400061125,N,1.0,65.62,65.62,0.0,0.0,0.0,25.0,65.62
NA,5689971,3.0,1.5GAL,COFMATE,CREAMER COFFEE LIQ ORIG BULK,50000879144USL,N,1.0,65.57,65.57,0.0,0.0,0.0,37.485,65.57
NA,9486192,2.0,5 LB,SYS CLS,CHICKEN POPCORN BRD PCK MBE,54400,N,2.0,65.44,32.72,0.0,0.0,0.0,20.0,65.44
NA,4418752,1.0,11 LB,PACKER,ASPARAGUS FRESH STANDARD,,N,2.0,65.3,32.65,0.0,0.0,0.0,22.0,65.3
NA,8294381,4.0,2.5 LB,BBRLCLS,BEEF ROAST EYE OF RND SLI 15,20730,N,1.0,64.55,64.55,0.0,0.0,0.0,10.0,64.55
NA,4049195,8.0,12 CT,LA BAND,WRAP TORTILLA FLOUR 12,27128,N,4.0,64.44,16.11,0.0,0.0,0.0,82.0,64.44
NA,6889125,1.0,10 LB,OCNSPRY,CRANBERRY DRIED CRAISINS,3477,N,3.0,64.2,21.4,0.0,0.0,0.0,30.0,64.2
NA,4324083,12.0,25.4OZ,WELCHS,JUICE GRAPE SPARKLING WHITE,715-50,N,2.0,64.18,32.09,0.0,0.0,0.0,76.0,64.18
NA,5630967,200.0,"12X24""",SYSCO,WIPER TOWEL BLU/WHT 12X24 DRY,F307007,N,3.0,63.99,21.33,0.0,0.0,0.0,10.95,63.99
NA,4010880,6.0,#10,SYS CLS,FILLING PIE PEACH,123071,N,1.0,63.75,63.75,0.0,0.0,0.0,48.0,63.75
NA,4401113,100.0,1.5 OZ,KENS,DRESSING RANCH CUP,KE0789A5,N,3.0,63.45,21.15,0.0,0.0,0.0,28.125,63.45
NA,5751169,48.0,3 OZ,BKRSIMP,CROISSANT BUTTER CURVED SLI,5751169,N,2.0,63.38,31.69,0.0,0.0,0.0,15.3,63.38
NA,7470057,4.0,12.5IN,SWEETST,CAKE COFF PULLMAN ASST#4,63,N,1.0,62.87,62.87,0.0,0.0,0.0,17.0,62.87
NA,4693857,6.0,64OZ,SODELIC,MILK COCONUT UNSWTD,136627,N,3.0,62.07,20.69,0.0,0.0,0.0,76.02,62.07
NA,6341069,4.0,3LB,TNCHSCK,CHEESECAKE PLAIN,250,N,1.0,62.03,62.03,0.0,0.0,0.0,12.0,62.03
NA,4857328,1.0,10 OZ,D'ALLAS,SPICE CARDAMOM WHL FCY GREEN,H08AK,N,1.0,61.31,61.31,0.0,0.0,0.0,0.625,61.31
NA,3533494,1.0,30 LB,SYS REL,CORN WHL KERNEL,74865-63320,N,2.0,60.9,30.45,0.0,0.0,0.0,60.0,60.9
NA,4005583,1.0,5 GAL,KIKOMAN,SAUCE SOY,182,N,2.0,60.84,30.42,0.0,0.0,0.0,103.0,60.84
NA,6783429,64.0,1.125Z,RUFFLES,CHIP POTATO CHDR SRCRM BKD,28400444002,N,2.0,60.74,30.37,0.0,0.0,0.0,9.0,60.74
NA,8702928,1.0,15LB,SMTHFLD,BACON LAYFLAT CC 18/22 APL SMK,70247174840,N,1.0,60.35,60.35,0.0,0.0,0.0,15.0,60.35
NA,4010922,12.0,24 OZ,SYS CLS,PUDDING MIX VANILLA INST,53044,N,2.0,60.18,30.09,0.0,0.0,0.0,36.4,60.18
NA,2306746,10.0,100 CT,SYS CLS,GLOVE NITRILE FDSRV PF BLU SML,304363281,N,0.0,0.0,0.0,4.0,59.88,14.97,3.468,59.88
NA,5084850,12.0,500CT,SYS CLS,NAPKIN LUNCH 11.5X13 1PLY 1/4F,L3141-SYS,N,2.0,59.4,29.7,0.0,0.0,0.0,55.16,59.4
NA,5364559,1.0,25 LB,PRODUCR,RICE BASMATI WHITE,PB2556MP1,N,2.0,59.32,29.66,0.0,0.0,0.0,50.0,59.32
NA,1855352,6.0,24 CT,SISTER,ROLL SILVER DOLLAR PRBKD .8 OZ,4816282074,N,3.0,58.95,19.65,0.0,0.0,0.0,15.66,58.95
NA,7187101,4.0,120 OZ,GHIRAD,MIX BROWNIE DBL DARK CHOC,732-6114,N,1.0,58.8,58.8,0.0,0.0,0.0,32.5,58.8
NA,7104948,4.0,120 OZ,GHIRAD,MIX BROWNIE TRIPLE CHOC,732-6116,N,1.0,58.8,58.8,0.0,0.0,0.0,30.0,58.8
NA,5087572,1.0,25 LB,SYS CLS,SUGAR GRANULATED XFINE CANE,401490,N,3.0,58.77,19.59,0.0,0.0,0.0,75.0,58.77
NA,4671434,1.0,50 LB,SYS CLS,RICE LONG GRAIN 4% BRKN,B1YI50560,N,3.0,57.66,19.22,0.0,0.0,0.0,150.0,57.66
NA,5219138,12.0,32 OZ,RICHS,CREME COOKING PLANT BASED QT,10441,N,1.0,57.66,57.66,0.0,0.0,0.0,24.0,57.66
NA,5358478,24.0,3 OZ,LIPTON,TEA BREW BLEND PACK FILTER BAG,4100000140,N,2.0,57.12,28.56,0.0,0.0,0.0,8.5,57.12
NA,5848031,6.0,36 OZ,SYS IMP,RICE SPANISH,P1SY363C1,N,2.0,56.44,28.22,0.0,0.0,0.0,27.0,56.44
NA,4009932,24.0,9IN,KEEBLER,PIE CRUST GRAHAM CRACKER,98175,N,2.0,56.34,28.17,0.0,0.0,0.0,19.5,56.34
NA,5230057,6.0,32 OZ,IMP/MCC,EXTRACT VANILLA PURE,974401,N,0.0,0.0,0.0,1.0,56.33,56.33,2.0,56.33
NA,4645008,6.0,5LB,GM,MIX MUFFIN GOLD MEDAL,16000-11544,N,1.0,56.0,56.0,0.0,0.0,0.0,31.7,56.0
NA,4129340,4.0,5 LB,SYS CLS,DIP SPINACH ARTICHOKE,75501,N,1.0,55.2,55.2,0.0,0.0,0.0,20.0,55.2
NA,4185775,3.0,3 L,SUNKSTS,JUICE CONC FRZ CRANCKT 10%,12306070,N,1.0,54.76,54.76,0.0,0.0,0.0,23.92,54.76
NA,7138035,60.0,3 OZ,SYS CLS,CHICKEN BRST FIL GRL PRCK,78512,N,1.0,54.68,54.68,0.0,0.0,0.0,11.25,54.68
NA,7094280,4.0,2.5 LB,BBRLCLS,TURKEY BREAST SLI O/RSTD .67OZ,20643,N,1.0,54.0,54.0,0.0,0.0,0.0,10.0,54.0
NA,4014973,6.0,#10,SYS CLS,BEAN KIDNEY DARK RED,4014973,N,2.0,53.7,26.85,0.0,0.0,0.0,80.0,53.7
NA,1666155,48.0,3.5 OZ,BLURBCL,ICE CREAM SANDWICH VAN,70640310104,N,3.0,53.37,17.79,0.0,0.0,0.0,21.315,53.37
NA,5812908,2.0,20-25#,BCH BLK,PORK HAM B/I SKN/ON,10020,Y,1.0,53.22,53.22,0.0,0.0,0.0,45.8,53.22
NA,1086917,1.0,192CT,HORMEL,BACON PRECOOKED ROUND 3.5 INCH,25779,N,1.0,53.01,53.01,0.0,0.0,0.0,4.4,53.01
NA,2565794,4.0,2.5LB,AREZIMP,SALAMI HARD SLICED .33OZ,78714,N,1.0,52.65,52.65,0.0,0.0,0.0,10.0,52.65
NA,3548385,6.0,#10,SYS CLS,ORANGE MANDRN WHL SEC LGHT SYR,3548385,N,1.0,52.58,52.58,0.0,0.0,0.0,44.0,52.58
NA,1735369,1.0,12CT,IMPFRSH,CUCUMBER ENGLISH LONG,1735369,N,3.0,52.53,17.51,0.0,0.0,0.0,36.0,52.53
NA,1821347,48.0,3 OZ,VDFRNCE,CROISSANT BUTTER CRVD SLI,7837,N,1.0,52.47,52.47,0.0,0.0,0.0,9.0,52.47
NA,6938526,12.0,200 CT,SYS CLS,FOIL SHEET 12X10.75 SILVER,W69370,N,1.0,52.23,52.23,0.0,0.0,0.0,22.8,52.23
NA,6709455,4.0,35 OZ,HOSPTLY,CEREAL RICE CRISP,71923-76242,N,3.0,51.21,17.07,0.0,0.0,0.0,26.25,51.21
NA,1630458,12.0,20 OZ,BKRSCLS,BREAD WHITE RND TOP SLI,11812,N,2.0,51.06,25.53,0.0,0.0,0.0,30.0,51.06
NA,0135632,2.0,5 LB,SYS IMP,CHEESE FETA CRUMBLED,1791,N,2.0,50.94,25.47,0.0,0.0,0.0,20.0,50.94
NA,4428298,18.0,3.2OZ,HSRCCLS,DRESSING MIX RANCH,20011,N,2.0,50.94,25.47,0.0,0.0,0.0,7.2,50.94
NA,4987343,6.0,#10,SYS CLS,PEACH YC DICED CH PEAR JUICE,4987343,N,1.0,50.58,50.58,0.0,0.0,0.0,40.0,50.58
NA,6520779,30.0,20 OZ,HEINZ,KETCHUP SQUEEZE UPSIDE DOWN,10013000050200,N,1.0,50.57,50.57,0.0,0.0,0.0,37.5,50.57
NA,7155724,6.0,10#,SYS IMP,SAUCE PIZZA PREPARED MW,SYIIL99,N,2.0,50.2,25.1,0.0,0.0,0.0,80.0,50.2
NA,5818380,6.0,#10,CHAOKOH,MILK COCONUT UNSWEETEND,608303,N,1.0,50.11,50.11,0.0,0.0,0.0,39.6,50.11
NA,2477081,6.0,2 LB,HORMEL,TURKEY BREAST SLI SMK .67 OZ,38163,N,1.0,49.91,49.91,0.0,0.0,0.0,12.0,49.91
NA,2181705,6.0,#10,SYS CLS,PEACH DICED CH EXTRA LS,2181705,N,1.0,49.87,49.87,0.0,0.0,0.0,40.0,49.87
NA,8666214,40.0,4 OZ,SYS CLS,CHICKEN BRST GRL MRK PCK,24948-0895,N,1.0,49.5,49.5,0.0,0.0,0.0,10.0,49.5
NA,2576864,6.0,4 LB,SKIPPY,PEANUT BUTTER CREAMY,11009,N,1.0,49.47,49.47,0.0,0.0,0.0,24.0,49.47
NA,5428719,2.0,11 LB,SYS CLS,ICING RTU CHOC FUDGE,227126,N,1.0,49.45,49.45,0.0,0.0,0.0,22.0,49.45
NA,2966653,24.0,14 OZ,LA LECH,MILK CONDENSED SWEETENED,8507219,N,1.0,49.38,49.38,0.0,0.0,0.0,21.0,49.38
NA,5301775,1.0,25 CT,SYSCO,BOWL PLAS BLK PET 320 OZ,92320SY,N,1.0,48.38,48.38,0.0,0.0,0.0,11.1,48.38
NA,9986514,1.0,50 CT,SYSCO,BOWL PLAS BLK PET 160 OZ,92160ASY50,N,1.0,48.32,48.32,0.0,0.0,0.0,9.0,48.32
NA,3554569,8.0,1.5 LB,BBRLIMP,CHEESE SWISS SLICE .75 OZ,170721,N,1.0,48.17,48.17,0.0,0.0,0.0,12.0,48.17
NA,2822353,4.0,5LB,BBRLIMP,CHEESE CHDR SHRP FTHR SHRD YEL,169733,N,1.0,47.9,47.9,0.0,0.0,0.0,20.0,47.9
NA,6248767,1000.0,"6""",ECOPROD,PLATE BIODEG 6 SUGAR CANE,EP-P016,N,1.0,47.87,47.87,0.0,0.0,0.0,18.0,47.87
NA,0496026,1.0,12 IN,SYS CLS,FILM PVC 2000FT ROLL SLI CUTR,9059,N,2.0,47.66,23.83,0.0,0.0,0.0,11.3,47.66
NA,0241935,240.0,1.33OZ,OTSPKMY,DOUGH COOKIE STRWBRY SHRTCAKE,58823,N,1.0,47.63,47.63,0.0,0.0,0.0,20.0,47.63
NA,6010540,1.0,25 LB,SUG RAW,SUGAR IN THE RAW BULK,4480050315,N,1.0,47.55,47.55,0.0,0.0,0.0,25.0,47.55
NA,0758401,24.0,4 IN,UDISHFD,BUN HAMBURGER GLUTEN FREE IW,9899780644,N,2.0,47.26,23.63,0.0,0.0,0.0,12.8,47.26
NA,6040760,12.0,3 LB,SYS CLS,SALT KOSHER FLAKE COARSE,100012745,N,2.0,46.66,23.33,0.0,0.0,0.0,72.0,46.66
NA,1412642,240.0,1.33OZ,OTSPKMY,DOUGH COOKIE CHOCOLATE CHIP,58800,N,1.0,46.02,46.02,0.0,0.0,0.0,19.95,46.02
NA,2427326,2.0,45CT,ATHENS,PASTRY SHELL PHYLLO 1 IN,7244,N,4.0,45.96,11.49,0.0,0.0,0.0,2.84,45.96
NA,4645412,3.0,2 LB,SYS CLS,ALMOND NATURAL SLICED,4645412,N,1.0,45.92,45.92,0.0,0.0,0.0,6.0,45.92
NA,4786943,2.0,10 LB,LABELLA,PASTA SHELL MED,2S7102Q0660,N,2.0,45.78,22.89,0.0,0.0,0.0,40.0,45.78
NA,4375416,4.0,35 OZ,GM,CEREAL COCOA PUFFS BULKPAK,16000-11999,N,1.0,45.64,45.64,0.0,0.0,0.0,8.75,45.64
NA,5132234,4.0,5 LB,BBRLCLS,CHEESE AMER 120 SLI YEL,STK14207,N,1.0,45.49,45.49,0.0,0.0,0.0,19.0,45.49
NA,1777309,15.0,2LB,PAPETTI,EGG YOLK LIQ FRSH,46025-91800-00,N,1.0,45.41,45.41,0.0,0.0,0.0,30.0,45.41
NA,1466333,4.0,5 LB,AREZIMP,CHEESE MOZZ PIZZ BLD FEATHERED,1006866,N,1.0,45.15,45.15,0.0,0.0,0.0,20.0,45.15
NA,6870073,8.0,125 CT,CHINET,PLATE PAPER PRO NATURALS 6,25774,N,1.0,44.84,44.84,0.0,0.0,0.0,12.0,44.84
NA,9035429,4.0,5 LB,BBRLCLS,CHEESE AMER 120 DELI SLI YEL,STK03324,N,1.0,44.75,44.75,0.0,0.0,0.0,20.0,44.75
NA,7157365,1000.0,16X24,SYS CLS,LINER PAN QUILON TREATED,PL251SY,N,1.0,44.48,44.48,0.0,0.0,0.0,25.0,44.48
NA,2819656,4.0,5LB,CASAIMP,CHEESE CHDR MILD FTHR SHRD YEL,10985CS,N,1.0,44.35,44.35,0.0,0.0,0.0,20.0,44.35
NA,7775069,4.0,135 OZ,CASACLS,SALSA CHUNKY MED AUTHENTIC,48549040211,N,1.0,43.64,43.64,0.0,0.0,0.0,33.75,43.64
NA,9488990,1.0,30 LB,SYS CLS,APPLE GRANNYSMITH SLI IQF,74865870344,N,1.0,43.49,43.49,0.0,0.0,0.0,30.0,43.49
NA,2802585,12.0,13.3OZ,KEEBLER,COOKIE VANILLA WAFR,98377,N,2.0,43.22,21.61,0.0,0.0,0.0,20.0,43.22
NA,4437238,24.0,12OZ,BKRSCLS,BREAD BAGUETTE ENRBD ITAL,50368,N,1.0,43.1,43.1,0.0,0.0,0.0,18.0,43.1
NA,4040382,12.0,50 OZ,CAMPBEL,SOUP CREAM OF MUSHROOM,1266,N,1.0,42.76,42.76,0.0,0.0,0.0,41.5,42.76
NA,4730883,25.0,4.64OZ,KEEBLER,CRACKER ASST MEDLEY SLEEVES,3010037739,N,1.0,42.67,42.67,0.0,0.0,0.0,7.0,42.67
NA,0138818,4.0,1 GAL,REALEMN,JUICE LEMON,10090964,N,1.0,34.12,34.12,1.0,8.53,8.53,43.625,42.65
NA,5409131,24.0,EA,TBLCRFT,SHAKER CHEESE LEXAN 6 OZ,P260,N,1.0,41.71,41.71,0.0,0.0,0.0,9.5,41.71
NA,3608353,1.0,30 LB,SYS CLS,PEA GREEN GRADE A,74865-63317,N,1.0,41.68,41.68,0.0,0.0,0.0,30.0,41.68
NA,9550666,6.0,2 LB,CASACLS,CHIP TORTILLA WHT CORN TRI,8424,N,2.0,41.3,20.65,0.0,0.0,0.0,24.0,41.3
NA,2114021,4.0,24 CT,BKRSCLS,DANISH ASST MINI 1.25 OZ,22125,N,1.0,40.94,40.94,0.0,0.0,0.0,7.5,40.94
NA,4065157,4.0,31 OZ,KELLOGG,CEREAL APPLE JACKS,3800002991,N,1.0,40.8,40.8,0.0,0.0,0.0,8.3,40.8
NA,1647353,2.0,5 LB,SYS CLS,CHICKEN FAJ BRST STRIP CKD,50424,N,1.0,40.75,40.75,0.0,0.0,0.0,10.0,40.75
NA,3355757,3.0,1 GAL,SYS IMP,BUTTER-IT ALT LIQ ZTF,15839COM,N,1.0,40.66,40.66,0.0,0.0,0.0,23.1,40.66
NA,4828802,12.0,32 OZ,WHLFCLS,CREAM HEAVY WHIPPING 36% ESL,1002734,N,1.0,40.58,40.58,0.0,0.0,0.0,24.0,40.58
NA,1797257,2.0,5 LB,SYS CLS,HUSHPUPPY W/ONION,56050,N,3.0,40.44,13.48,0.0,0.0,0.0,30.0,40.44
NA,6040885,2.0,10 LB,LABELLA,PASTA CAVATAPPI,2S7013Q0660,N,2.0,40.36,20.18,0.0,0.0,0.0,40.0,40.36
NA,4862983,2.0,10 LB,LABELLA,PASTA SPAGHETTI 10 IN,R74017Q0660,N,2.0,40.26,20.13,0.0,0.0,0.0,40.0,40.26
NA,7128365,1.0,50 CT,PACKER,MASK FACE 3 PLY DISPOSABLE,,N,2.0,39.98,19.99,0.0,0.0,0.0,0.6,39.98
NA,8558215,6.0,15 OZ,SYS IMP,MIX GRAVY BRN,92175,N,2.0,39.76,19.88,0.0,0.0,0.0,11.2,39.76
NA,6693642,24.0,#300,SYS IMP,PEPPER RED DICED FCY,1014300240300,N,1.0,39.3,39.3,0.0,0.0,0.0,30.0,39.3
NA,8786780,4.0,1 GAL,SYS CLS,DRESSING BALSAMIC VINAIGRETTE,19126SYS,N,0.0,0.0,0.0,4.0,39.28,9.82,33.15,39.28
NA,4637746,1.0,50 CT,HFA,LID FOIL F/FULL SZ STM TBL CRL,2050-00-50FC,N,1.0,38.92,38.92,0.0,0.0,0.0,5.7,38.92
NA,4421842,6.0,64 OZ,SUNKSTS,DRINK CONC LMNADE 5% 5+1,11100915859USL,N,1.0,38.83,38.83,0.0,0.0,0.0,29.89,38.83
NA,7102253,15.0,6 CT,BKRSCLS,BAGEL ASST SLI 3 OZ,7102253,N,1.0,38.76,38.76,0.0,0.0,0.0,16.875,38.76
NA,2544831,1.0,10 LB,AREZIMP,PEPPERONI SLICED PORK&BF14-16C,4831-071,N,1.0,38.39,38.39,0.0,0.0,0.0,10.0,38.39
NA,1211465,1.0,15 LB,RICHS,ICING VANILLA BETTERCREAM WHPD,11092,N,1.0,37.91,37.91,0.0,0.0,0.0,15.58,37.91
NA,7063860,4.0,.5 GAL,MINOR,SAUCE ORANGE ZSTY,50000547425USL,N,1.0,37.62,37.62,0.0,0.0,0.0,20.25,37.62
NA,9901031,40.0,16.9OZ,NIAGARA,WATER BOTTLED SPRING,NDW05L40PSPCHN,N,5.0,37.6,7.52,0.0,0.0,0.0,228.0,37.6
NA,2611739,2.0,1.5GAL,HEINZ,MAYONNAISE POUCH DISPENSER,10013000516706,N,1.0,37.55,37.55,0.0,0.0,0.0,29.5,37.55
NA,1877521,2.0,9#AVG,FIELD,BOLOGNA STK ALL-MT JUMBO,P-6,Y,1.0,37.16,37.16,0.0,0.0,0.0,21.32,37.16
NA,3933781,6.0,6 OZ,HERTPRK,SALAMI ALL-MT SAMPLER,908511,Y,1.0,36.91,36.91,0.0,0.0,0.0,2.58,36.91
NA,1466212,2.0,5 LB,SYS CLS,CHICKEN BREAST STRIP GRILL PCK,53187,N,1.0,36.67,36.67,0.0,0.0,0.0,10.0,36.67
NA,7715446,4.0,32OZ,KEYSTON,CLEANER DEGREASER OVEN RTU,6100057,N,1.0,36.6,36.6,0.0,0.0,0.0,8.99,36.6
NA,0279754,4.0,750ML,SYS REL,SOAP HAND AB FOAM ORANGE RTU,6100592,N,1.0,36.54,36.54,0.0,0.0,0.0,6.91,36.54
NA,5740600,4.0,1 GAL,SYS REL,DRESSING COLESLAW SPECIAL REC,71479SYS,N,1.0,36.11,36.11,0.0,0.0,0.0,34.2,36.11
NA,9817891,1.0,25 CT,CATERLN,LID PLAS DOME F/ 320 OZ BOWL,APB320DM,N,1.0,36.06,36.06,0.0,0.0,0.0,7.0,36.06
NA,1177559,12.0,5.2OZ,BOURSIN,CHEESE BOURSIN HERB FRENCH,410190,N,1.0,36.05,36.05,0.0,0.0,0.0,3.97,36.05
NA,9420530,4.0,2 LB,CASAIMP,GUACAMOLE FRESH ORIG BLEND HPP,10074865862896,N,1.0,35.66,35.66,0.0,0.0,0.0,8.0,35.66
NA,3420587,12.0,11.5OZ,HELLMAN,MAYONNAISE SQUEEZE BTL,84137049,N,1.0,35.42,35.42,0.0,0.0,0.0,8.44,35.42
NA,4819039,106.0,1.5 OZ,J DEAN,TURKEY SAUSAGE PTY CKD SAGE,10000014106,N,1.0,35.4,35.4,0.0,0.0,0.0,10.0,35.4
NA,4520623,6.0,5 LB,LEE KUM,SAUCE HOISIN,LHS08000,N,1.0,35.19,35.19,0.0,0.0,0.0,34.0,35.19
NA,2130060,1.0,3 GAL,WHLFCLS,ICE CREAM VAN,1026416,N,2.0,35.1,17.55,0.0,0.0,0.0,26.0,35.1
NA,5814397,6.0,1 LB,MINOR,SOUP BASE VGTBLE LO- SODIUM GF,74826057067USL,N,1.0,35.02,35.02,0.0,0.0,0.0,6.0,35.02
NA,3533486,1.0,30 LB,SYS CLS,CORN WHL KERNEL GR A,74865-63319,N,1.0,34.99,34.99,0.0,0.0,0.0,30.0,34.99
NA,5767173,12.0,350 FT,ERTHPLS,TOWEL ROLL NOPERF 7.87 EARTH+,RK350A-SYS,N,2.0,34.98,17.49,0.0,0.0,0.0,42.262,34.98
NA,6938336,1.0,18 IN,SYS CLS,FOIL ALMN ROLL STD WGT 1000 FT,W69317,N,1.0,34.97,34.97,0.0,0.0,0.0,13.886,34.97
NA,4002432,4.0,1 GAL,SYS REL,MAYONNAISE HEAVY DUTY,71416SYS,N,1.0,34.95,34.95,0.0,0.0,0.0,29.4,34.95
NA,3546359,8.0,1.5LB,BBRLIMP,CHEESE CHDR MED SLI INT.75 YEL,170745,N,1.0,34.94,34.94,0.0,0.0,0.0,12.0,34.94
NA,5056649,1.0,6.5 OZ,D'ALLAS,SPICE PEPPERCORN SZECHUAN,H34AI,N,1.0,34.85,34.85,0.0,0.0,0.0,0.4,34.85
NA,9669151,4.0,3.75LB,SYS CLS,DIP HUMMUS TRADITIONAL,9669151,N,1.0,34.8,34.8,0.0,0.0,0.0,15.0,34.8
NA,7757602,1.0,2 GAL,SCHWRTZ,PICKLE CHIP DILL KK 3/16,29257230756,N,2.0,34.38,17.19,0.0,0.0,0.0,40.0,34.38
NA,1552272,8.0,1 LB,AREZIMP,CHEESE MOZZ FRSH LOG CRYO,95,N,1.0,34.28,34.28,0.0,0.0,0.0,8.0,34.28
NA,3960093,1.0,30 LB,SYS CLS,PEA & CARROT GR A,74865-66491,N,1.0,34.16,34.16,0.0,0.0,0.0,30.0,34.16
NA,4523460,210.0,1.2 OZ,PILLSBY,DOUGH BISCUIT GARLIC & CHEDDAR,94562-06331,N,1.0,33.84,33.84,0.0,0.0,0.0,15.75,33.84
NA,5889407,12.0,500 CT,TORKUNV,NAPKIN DISP XPRESSNP NAT,DX906E,N,1.0,33.7,33.7,0.0,0.0,0.0,21.4,33.7
NA,5211552,6.0,10#,ANG MIA,SAUCE MARINARA CA,2700039125,N,1.0,33.57,33.57,0.0,0.0,0.0,39.0,33.57
NA,2070423,162.0,.9 OZ,OTSPKMY,MUFFIN ASST MINI,12101,N,1.0,33.38,33.38,0.0,0.0,0.0,9.112,33.38
NA,9987124,1.0,50 CT,SYSCO,BOWL PLAS BLK PET 80 OZ,92080ASY50,N,1.0,33.06,33.06,0.0,0.0,0.0,5.0,33.06
